2021.newsum-1.7	2021	-1	-2
2021.findings-emnlp.200	2021	-1	-2
2021.findings-acl.341	2021	-1	-2
2021.eacl-main.21	2021	-1	-2
2021.eacl-main.169	2021	-1	-2
2021.clpsych-1.15	2021	-1	-2
2021.acl-long.530	2021	-1	-2
2020.emnlp-main.682	2020	-1	-2
2020.acl-main.623	2020	0	-2
2020.acl-main.630	2020	-1	-2
S19-2147	2019	-2	0
P19-1268	2019	0	-2
P18-4004	2018	1	-2
C18-1288	2018	17	-2
W17-4210	2017	9	-2
S17-2006	2017	45	-2
S17-2083	2017	4	-2
I17-3006	2017	4	-2
I17-3011	2017	0	-2
E17-1046	2017	14	-2
W16-0307	2016	23	-2
W16-0310	2016	13	-2
L16-1274	2016	7	-2
L16-1650	2016	3	-2
C16-1146	2016	7	-2
C16-1230	2016	4	-2
C16-1283	2016	8	-2
W15-3814	2015	18	-2
S15-2110	2015	-2	0
S14-2136	2014	1	-2
D13-1070	2013	-2	0
W12-4305	2012	-2	0
W10-3101	2010	10	-2
W10-1913	2010	44	-2
liakata-etal-2010-corpora	2010	76	-2
W09-1325	2009	14	-2
W08-2212	2008	6	-2
O06-5001	2006	-1	-2
Y05-1008	2005	-1	-2
C04-1027	2004	7	-2
C02-1105	2002	19	-2
demiros-etal-2000-named	2000	12	-2
