2021.nodalida-main.4	2021	-1	-2
2021.acl-long.263	2021	-1	-2
2020.lrec-1.234	2020	-1	-2
2020.iwpt-1.3	2020	-1	-2
2020.conll-shared.1	2020	-1	-2
2020.conll-shared.2	2020	-1	-2
P19-4002	2019	0	-2
K19-2001	2019	-2	0
K19-2003	2019	-1	-2
K18-2002	2018	6	-2
D18-1178	2018	0	-2
W17-0808	2017	2	-2
W17-0237	2017	-2	0
L16-1630	2016	7	-2
K16-2002	2016	2	-2
J16-4009	2016	12	-2
W15-0126	2015	3	-2
W15-0128	2015	-2	0
S15-2153	2015	-1	-2
S14-2008	2014	71	-2
S14-2056	2014	5	-2
P14-1007	2014	-2	0
kouylekov-oepen-2014-semantic	2014	4	-2
flickinger-etal-2014-towards	2014	9	-2
lapponi-etal-2014-road	2014	2	-2
C14-2020	2014	1	-2
W13-5707	2013	3	-2
W13-5715	2013	2	-2
W13-5605	2013	0	-2
W13-5633	2013	0	-2
W13-5642	2013	-1	-2
P13-3005	2013	8	-2
W12-3602	2012	39	-2
W12-3210	2012	6	-2
W12-3211	2012	7	-2
S12-1041	2012	14	-2
P12-2074	2012	20	-2
read-etal-2012-wesearch	2012	-2	0
J12-2005	2012	52	-2
C12-2096	2012	29	-2
W11-2927	2011	12	-2
I11-1028	2011	5	-2
D11-1037	2011	25	-2
W10-3007	2010	29	-2
flickinger-etal-2010-wikiwoods	2010	37	-2
C10-1155	2010	32	-2
W09-1204	2009	8	-2
2009.eamt-1.19	2009	3	-2
adolphs-etal-2008-fine	2008	31	-2
W07-2207	2007	32	-2
W07-1204	2007	28	-2
2007.tmi-papers.18	2007	-1	-2
W06-1661	2006	28	-2
P06-4014	2006	-2	0
oepen-lonning-2006-discriminant	2006	44	-2
2006.eamt-1.29	2006	-1	-2
P05-1041	2005	13	-2
I05-1015	2005	70	-2
2005.mtsummit-papers.15	2005	33	-2
2005.mtsummit-papers.22	2005	15	-2
2005.mtsummit-osmtw.3	2005	27	-2
2005.eamt-1.27	2005	-1	-2
copestake-etal-2004-lexicon	2004	11	-2
baldwin-etal-2004-road	2004	56	-2
2004.tmi-1.2	2004	36	-2
W02-1502	2002	-2	1
W02-1508	2002	16	-2
C02-2025	2002	117	-2
W01-1512	2001	3	-2
W00-1601	2000	1	-2
W00-1607	2000	0	-2
A00-2022	2000	51	-2
2000.iwpt-1.19	2000	19	-2
C96-2120	1996	110	-2
C94-1072	1994	2	-2
