S18-1093	2018	1	-2
S17-2011	2017	3	-2
D17-1050	2017	23	-2
W16-1105	2016	-1	-2
W16-0425	2016	54	-2
W15-1410	2015	-1	-2
S15-2080	2015	76	-2
W14-2307	2014	11	-2
S13-2025	2013	22	-2
P13-1065	2013	14	-2
P12-3002	2012	7	-2
P12-2015	2012	15	-2
P11-4003	2011	6	-2
P11-1029	2011	46	-2
S10-1007	2010	27	-2
S10-1051	2010	8	-2
W09-2416	2009	39	-2
E09-1095	2009	8	-2
P08-1060	2008	10	-2
veale-hao-2008-acquiring	2008	1	-2
C08-1011	2008	29	-2
C08-1119	2008	39	-2
S07-1083	2007	3	-2
P07-1008	2007	25	-2
P06-2021	2006	12	-2
I05-1029	2005	-2	0
seco-etal-2004-concept	2004	1	-2
veale-2004-polysemy	2004	-2	0
hayes-etal-2004-enriching	2004	2	-2
C04-1195	2004	5	-2
W03-1404	2003	6	-2
1996.amta-1.1	1996	-1	-2
1996.amta-1.17	1996	-1	-2
W94-0333	1994	-2	0
