2021.acl-long.164	2021	-1	-2
2020.lrec-1.82	2020	-1	-2
P19-1414	2019	0	-2
D19-1590	2019	0	-2
L18-1556	2018	0	-2
W16-3903	2016	0	-2
D16-1132	2016	13	-2
C16-2055	2016	4	-2
Y15-1063	2015	1	-2
D15-1190	2015	6	-2
D15-1260	2015	12	-2
P14-1093	2014	30	-2
C14-1135	2014	3	-2
P13-1159	2013	61	-2
P13-1170	2013	37	-2
N13-1007	2013	8	-2
I13-2008	2013	7	-2
I13-2012	2013	6	-2
D13-1065	2013	13	-2
D12-1034	2012	44	-2
D12-1057	2012	47	-2
C12-1169	2012	1	-2
P11-1109	2011	22	-2
I11-1035	2011	59	-2
I11-1060	2011	6	-2
I11-1098	2011	5	-2
I11-1101	2011	5	-2
D11-1007	2011	9	-2
D11-1076	2011	11	-2
Y10-1075	2010	2	-2
Y10-1080	2010	0	-2
W10-3907	2010	4	-2
P10-1003	2010	19	-2
P10-1026	2010	27	-2
wang-etal-2010-adapting	2010	-2	0
C10-2015	2010	6	-2
C10-1095	2010	2	-2
W09-3506	2009	-2	0
W09-1209	2009	33	-2
P09-1049	2009	-2	0
P09-1058	2009	92	-2
D09-1060	2009	63	-2
D09-1069	2009	3	-2
D09-1097	2009	40	-2
D09-1122	2009	33	-2
2009.iwslt-keynotes.3	2009	0	-2
P08-1047	2008	69	-2
sumida-etal-2008-boosting	2008	40	-2
I08-2126	2008	39	-2
C08-1024	2008	16	-2
D07-1033	2007	-2	1
D07-1073	2007	229	-2
W06-2908	2006	0	-2
N06-1008	2006	33	-2
I05-1010	2005	40	-2
H05-1018	2005	18	-2
W04-1210	2004	9	-2
N04-1010	2004	77	-2
C04-1135	2004	12	-2
P03-2036	2003	1	-2
C02-1120	2002	10	-2
W01-1510	2001	0	-2
C00-1060	2000	-2	1
W98-0127	1998	-2	0
W98-0141	1998	22	-2
P98-2132	1998	-2	1
P98-2144	1998	21	-2
P98-2159	1998	0	-2
C98-2128	1998	23	-2
C98-2139	1998	21	-2
C98-2154	1998	0	-2
C96-2160	1996	14	-2
1995.iwpt-1.29	1995	-1	-2
