2020.lrec-1.417	2020	-1	-2
L18-1515	2018	2	-2
L16-1072	2016	2	-2
henriksen-etal-2014-encompassing	2014	0	-2
andersen-etal-2012-creation	2012	3	-2
wittenburg-etal-2010-resource	2010	-2	0
maegaard-etal-2010-cooperation	2010	-2	0
maegaard-etal-2008-medar	2008	7	-2
2008.eamt-1.21	2008	7	-2
maegaard-etal-2006-mulinco	2006	4	-2
maegaard-etal-2006-kunsti	2006	3	-2
maegaard-etal-2006-blark	2006	11	-2
2005.eamt-1.1	2005	-1	-2
maegaard-2004-industrial	2004	0	-2
henriksen-etal-2004-corporate	2004	2	-2
calzolari-etal-2004-enabler	2004	6	-2
maegaard-2004-nemlar-arabic	2004	4	-2
2004.eamt-1.15	2004	4	-2
1999.eamt-1.15	1999	-1	-2
1998.eamt-1.13	1998	-1	-2
1997.tc-1.5	1997	-1	-2
1997.mtsummit-plenaries.13	1997	-1	-2
1997.eamt-1.8	1997	-1	-2
1997.eamt-1.14	1997	0	-2
C96-2170	1996	0	-2
C96-2201	1996	6	-2
1995.mtsummit-1.5	1995	-1	-2
C88-1079	1988	0	-2
W83-0116	1984	-1	-2
C82-2046	1982	2	-2
W79-0118	1979	-2	0
W77-0109	1977	-1	-2
C73-2023	1973	0	-2
